Id	Level	Sub Level	EXP	Chapter	Nest Id	Nest level
Destroyer_Merge1	1	0	0	3	Egg_Creature1	1
Destroyer_Merge1	2	0	15	3		
Destroyer_Merge1	3	0	40	3	Res_Box	1
Destroyer_Merge1	4	0	100	3		
Destroyer_Merge1	4	1	75	3	Res_Box	2
Destroyer_Merge1	5	0	150	3		
Destroyer_Merge1	5	1	125	3	Res_Box	2
Destroyer_Merge1	6	0	250	3		
Destroyer_Merge1	6	1	117	3	Res_Box	2
Destroyer_Merge1	6	2	234	3	Res_Box	2
Destroyer_Merge1	7	0	351	3		
Destroyer_Merge1	7	1	167	3	Res_Box	2
Destroyer_Merge1	7	2	334	3	Res_Box	2
Destroyer_Merge1	8	0	501	3	Res_Box	6
Destroyer_Merge1	8	1	214	3	Res_Box	2
Destroyer_Merge1	8	2	428	3	Res_Box	2
Destroyer_Merge1	9	0	642	3	Res_Box	6
Destroyer_Merge1	9	1	261	3	Res_Box	2
Destroyer_Merge1	9	2	522	3	Res_Box	2
Destroyer_Merge1	10	0	783	3	Res_Box	2
Destroyer_Merge1	10	1	308	3	Res_Box	4
Destroyer_Merge1	10	2	616	3	Res_Box	6
Destroyer_Merge1	11	0	924	3	Res_Box	6
Destroyer_Merge1	11	1	355	3	Res_Box	2
Destroyer_Merge1	11	2	710	3	Res_Box	6
Destroyer_Merge1	12	0	1065	3	Res_Box	2
Destroyer_Merge1	12	1	402	3	Res_Box	4
Destroyer_Merge1	12	2	804	3	Res_Box	2
Destroyer_Merge1	13	0	1206	3	Res_Box	1
Destroyer_Merge1	13	1	449	3	Res_Box	1
Destroyer_Merge1	13	2	898	3	Res_Box	2
Destroyer_Merge1	14	0	1347	3		
Destroyer_Merge1	14	1	496	3	Res_Box	4
Destroyer_Merge1	14	2	992	3	Res_Box	4
Destroyer_Merge1	15	0	1488	3	Res_Box	4
Destroyer_Merge1	15	1	543	3	Res_Box	6
Destroyer_Merge1	15	2	1086	3	Res_Box	6
Destroyer_Merge1	16	0	1629	3	Res_Box	4
Destroyer_Merge1	16	1	590	3	Res_Box	2
Destroyer_Merge1	16	2	1180	3	Res_Box	6
Destroyer_Merge1	17	0	1770	3	Res_Box	1
Destroyer_Merge1	17	1	637	3	Res_Box	2
Destroyer_Merge1	17	2	1274	3	Res_Box	6
Destroyer_Merge1	18	0	1911	3	Res_Box	4
Destroyer_Merge1	18	1	684	3	Res_Box	2
Destroyer_Merge1	18	2	1368	3	Res_Box	6
Destroyer_Merge1	19	0	2052	3	Res_Box	4
Destroyer_Merge1	19	1	731	3	Res_Box	2
Destroyer_Merge1	19	2	1462	3	Res_Box	6
Destroyer_Merge1	20	0	2193	3		
Destroyer_Merge1	20	1	778	3	Res_Box	7
Destroyer_Merge1	20	2	1556	3	Res_Box	3
Destroyer_Merge1	21	0	2334	3	Res_Box	7
Destroyer_Merge1	21	1	825	3	Res_Box	2
Destroyer_Merge1	21	2	1650	3	Res_Box	6
Destroyer_Merge1	22	0	2475	3	Res_Box	6
Destroyer_Merge1	22	1	872	3	Res_Box	2
Destroyer_Merge1	22	2	1744	3	Res_Box	5
Destroyer_Merge1	23	0	2616	3	Res_Box	6
Destroyer_Merge1	23	1	919	3	Res_Box	4
Destroyer_Merge1	23	2	1838	3	Res_Box	2
Destroyer_Merge1	24	0	2757	3	Res_Box	4
Destroyer_Merge1	24	1	966	3	Res_Box	7
Destroyer_Merge1	24	2	1932	3	Res_Box	3
Destroyer_Merge1	25	0	2898	3	Res_Box	7
Destroyer_Merge1	25	1	1013	3	Res_Box	7
Destroyer_Merge1	25	2	2026	3	Res_Box	7
Destroyer_Merge1	26	0	3039	3	Res_Box	7
Destroyer_Merge1	26	1	1060	3	Res_Box	3
Destroyer_Merge1	26	2	2120	3	Res_Box	7
Destroyer_Merge1	27	0	3180	3	Res_Box	7
Destroyer_Merge1	27	1	1107	3	Res_Box	7
Destroyer_Merge1	27	2	2214	3	Res_Box	1
Destroyer_Merge1	28	0	3321	3	Res_Box	3
Destroyer_Merge1	28	1	1154	3	Res_Box	1
Destroyer_Merge1	28	2	2308	3	Res_Box	6
Destroyer_Merge1	29	0	3462	3	Res_Box	1
Destroyer_Merge1	29	1	1201	3	Res_Box	7
Destroyer_Merge1	29	2	2402	3	Res_Box	5
Destroyer_Merge1	30	0	3603	3	Res_Box	7
Destroyer_Merge1	30	1	1248	3	Res_Box	7
Destroyer_Merge1	30	2	2496	3	Res_Box	3
Destroyer_Merge1	31	0	3744	3	Res_Box	7
Destroyer_Merge1	31	1	1295	3	Res_Box	5
Destroyer_Merge1	31	2	2590	3	Res_Box	7
Destroyer_Merge1	32	0	3885	3	Res_Box	7
Destroyer_Merge1	32	1	1342	3	Res_Box	7
Destroyer_Merge1	32	2	2684	3	Res_Box	6
Destroyer_Merge1	33	0	4026	3	Res_Box	5
Destroyer_Merge1	33	1	1389	3	Res_Box	4
Destroyer_Merge1	33	2	2778	3	Res_Box	2
Destroyer_Merge1	34	0	4167	3	Res_Box	4
Destroyer_Merge1	34	1	1436	3	Res_Box	3
Destroyer_Merge1	34	2	2872	3	Res_Box	7
Destroyer_Merge1	35	0	4308	3	Res_Box	7
Destroyer_Merge1	35	1	1483	3	Res_Box	7
Destroyer_Merge1	35	2	2966	3	Res_Box	1
Destroyer_Merge1	36	0	4449	3	Res_Box	7
Destroyer_Merge1	36	1	1530	3	Res_Box	7
Destroyer_Merge1	36	2	3060	3	Res_Box	5
Destroyer_Merge1	37	0	4590	3	Res_Box	3
Destroyer_Merge1	37	1	1577	3	Res_Box	2
Destroyer_Merge1	37	2	3154	3	Res_Box	7
Destroyer_Merge1	38	0	4731	3	Res_Box	6
Destroyer_Merge1	38	1	1624	3	Res_Box	7
Destroyer_Merge1	38	2	3248	3	Res_Box	7
Destroyer_Merge1	39	0	4872	3	Res_Box	5
Destroyer_Merge1	39	1	1671	3	Res_Box	3
Destroyer_Merge1	39	2	3342	3	Res_Box	7
Destroyer_Merge1	40	0	5013	3	Res_Box	7
Destroyer_Merge1	40	1	1718	3	Res_Box	7
Destroyer_Merge1	40	2	3436	3	Res_Box	4
Destroyer_Merge1	41	0	5154	3	Res_Box	7
Destroyer_Merge1	41	1	1765	3	Res_Box	7
Destroyer_Merge1	41	2	3530	3	Res_Box	7
Destroyer_Merge1	42	0	5295	3	Res_Box	3
Destroyer_Merge1	42	1	1812	3	Res_Box	6
Destroyer_Merge1	42	2	3624	3	Res_Box	7
Destroyer_Merge1	43	0	5436	3	Res_Box	1
Destroyer_Merge1	43	1	1859	3	Res_Box	7
Destroyer_Merge1	43	2	3718	3	Res_Box	3
Destroyer_Merge1	44	0	5577	3	Res_Box	5
Destroyer_Merge1	44	1	1906	3	Res_Box	7
Destroyer_Merge1	44	2	3812	3	Res_Box	7
Destroyer_Merge1	45	0	5718	3	Res_Box	7
Destroyer_Merge1	45	1	1953	3	Res_Box	5
Destroyer_Merge1	45	2	3906	3	Res_Box	7
Destroyer_Merge1	46	0	5859	3	Res_Box	7
Destroyer_Merge1	46	1	2000	3	Res_Box	7
Destroyer_Merge1	46	2	4000	3	Res_Box	1
Destroyer_Merge1	47	0	6000	3	Res_Box	7
Destroyer_Merge1	47	1	2047	3	Res_Box	7
Destroyer_Merge1	47	2	4094	3	Res_Box	7
Destroyer_Merge1	48	0	6141	3	Res_Box	6
Destroyer_Merge1	48	1	2094	3	Res_Box	3
Destroyer_Merge1	48	2	4188	3	Res_Box	7
Destroyer_Merge1	49	0	6282	3	Res_Box	5
Destroyer_Merge1	49	1	2141	3	Res_Box	7
Destroyer_Merge1	49	2	4282	3	Res_Box	3
Destroyer_Merge1	50	0	6423	3	Res_Box	4
Destroyer_Merge1	50	1	2188	3	Res_Box	7
Destroyer_Merge1	50	2	4376	3	Res_Box	4
Destroyer_Merge1	51	0	6564	3	Res_Box	7
Destroyer_Merge1	51	1	2235	3	Res_Box	7
Destroyer_Merge1	51	2	4470	3	Res_Box	7
Destroyer_Merge1	52	0	6705	3	Res_Box	3
Destroyer_Merge1	52	1	2282	3	Res_Box	6
Destroyer_Merge1	52	2	4564	3	Res_Box	7
Destroyer_Merge1	53	0	6846	3	Res_Box	1
Destroyer_Merge1	53	1	2329	3	Res_Box	7
Destroyer_Merge1	53	2	4658	3	Res_Box	3
Destroyer_Merge1	54	0	6987	3	Res_Box	5
Destroyer_Merge1	54	1	2376	3	Res_Box	7
Destroyer_Merge1	54	2	4752	3	Res_Box	7
Destroyer_Merge1	55	0	7128	3	Res_Box	7
Destroyer_Merge1	55	1	2423	3	Res_Box	5
Destroyer_Merge1	55	2	4846	3	Res_Box	7
Destroyer_Merge1	56	0	7269	3	Res_Box	7
Destroyer_Merge1	56	1	2470	3	Res_Box	7
Destroyer_Merge1	56	2	4940	3	Res_Box	1
Destroyer_Merge1	57	0	7410	3	Res_Box	7
Destroyer_Merge1	57	1	2517	3	Res_Box	7
Destroyer_Merge1	57	2	5034	3	Res_Box	7
Destroyer_Merge1	58	0	7551	3	Res_Box	6
Destroyer_Merge1	58	1	2564	3	Res_Box	3
Destroyer_Merge1	58	2	5128	3	Res_Box	7
Destroyer_Merge1	59	0	7692	3	Res_Box	5
Destroyer_Merge1	59	1	2611	3	Res_Box	7
Destroyer_Merge1	59	2	5222	3	Res_Box	3
Destroyer_Merge1	60	0	7833	3	Res_Box	4
Destroyer_Merge1	60	1	2658	3	Res_Box	7
Destroyer_Merge1	60	2	5316	3	Res_Box	4
Destroyer_Merge1	61	0	7974	3	Res_Box	7
Destroyer_Merge1	61	1	2705	3	Res_Box	7
Destroyer_Merge1	61	2	5410	3	Res_Box	7
Destroyer_Merge1	62	0	8115	3	Res_Box	3
Destroyer_Merge1	62	1	2752	3	Res_Box	6
Destroyer_Merge1	62	2	5504	3	Res_Box	7
Destroyer_Merge1	63	0	8256	3	Res_Box	1
Destroyer_Merge1	63	1	2799	3	Res_Box	7
Destroyer_Merge1	63	2	5598	3	Res_Box	3
Destroyer_Merge1	64	0	8397	3	Res_Box	5
Destroyer_Merge1	64	1	2846	3	Res_Box	7
Destroyer_Merge1	64	2	5692	3	Res_Box	7
Destroyer_Merge1	65	0	8538	3	Res_Box	7
Destroyer_Merge1	65	1	2893	3	Res_Box	5
Destroyer_Merge1	65	2	5786	3	Res_Box	7
Destroyer_Merge1	66	0	8679	3	Res_Box	7
Destroyer_Merge1	66	1	2940	3	Res_Box	7
Destroyer_Merge1	66	2	5880	3	Res_Box	1
Destroyer_Merge1	67	0	8820	3	Res_Box	7
Destroyer_Merge1	67	1	2987	3	Res_Box	7
Destroyer_Merge1	67	2	5974	3	Res_Box	7
Destroyer_Merge1	68	0	8961	3	Res_Box	6
Destroyer_Merge1	68	1	3034	3	Res_Box	3
Destroyer_Merge1	68	2	6068	3	Res_Box	7
Destroyer_Merge1	69	0	9102	3	Res_Box	5
Destroyer_Merge1	69	1	3081	3	Res_Box	7
Destroyer_Merge1	69	2	6162	3	Res_Box	3
Destroyer_Merge1	70	0	9243	3	Res_Box	4
Destroyer_Merge1	70	1	3128	3	Res_Box	7
Destroyer_Merge1	70	2	6256	3	Res_Box	4
Destroyer_Merge1	71	0	9384	3	Res_Box	7
Destroyer_Merge1	71	1	3175	3	Res_Box	7
Destroyer_Merge1	71	2	6350	3	Res_Box	7
Destroyer_Merge1	72	0	9525	3	Res_Box	3
Destroyer_Merge1	72	1	3222	3	Res_Box	6
Destroyer_Merge1	72	2	6444	3	Res_Box	7
Destroyer_Merge1	73	0	9666	3	Res_Box	1
Destroyer_Merge1	73	1	3269	3	Res_Box	7
Destroyer_Merge1	73	2	6538	3	Res_Box	3
Destroyer_Merge1	74	0	9807	3	Res_Box	5
Destroyer_Merge1	74	1	3316	3	Res_Box	7
Destroyer_Merge1	74	2	6632	3	Res_Box	7
Destroyer_Merge1	75	0	9948	3	Res_Box	7
Destroyer_Merge1	75	1	3363	3	Res_Box	5
Destroyer_Merge1	75	2	6726	3	Res_Box	7
Destroyer_Merge1	76	0	10089	3	Res_Box	7
Destroyer_Merge1	76	1	3410	3	Res_Box	7
Destroyer_Merge1	76	2	6820	3	Res_Box	1
Destroyer_Merge1	77	0	10230	3	Res_Box	7
Destroyer_Merge1	77	1	3457	3	Res_Box	7
Destroyer_Merge1	77	2	6914	3	Res_Box	7
Destroyer_Merge1	78	0	10371	3	Res_Box	6
Destroyer_Merge1	78	1	3504	3	Res_Box	3
Destroyer_Merge1	78	2	7008	3	Res_Box	7
Destroyer_Merge1	79	0	10512	3	Res_Box	5
Destroyer_Merge1	79	1	3551	3	Res_Box	7
Destroyer_Merge1	79	2	7102	3	Res_Box	3
Destroyer_Merge1	80	0	10653	3	Res_Box	4
Destroyer_Merge1	80	1	3598	3	Res_Box	7
Destroyer_Merge1	80	2	7196	3	Res_Box	4
Destroyer_Merge1	81	0	10794	3	Res_Box	7
Destroyer_Merge1	81	1	3645	3	Res_Box	7
Destroyer_Merge1	81	2	7290	3	Res_Box	7
Destroyer_Merge1	82	0	10935	3	Res_Box	3
Destroyer_Merge1	82	1	3692	3	Res_Box	6
Destroyer_Merge1	82	2	7384	3	Res_Box	7
Destroyer_Merge1	83	0	11076	3	Res_Box	1
Destroyer_Merge1	83	1	3739	3	Res_Box	7
Destroyer_Merge1	83	2	7478	3	Res_Box	3
Destroyer_Merge1	84	0	11217	3	Res_Box	5
Destroyer_Merge1	84	1	3786	3	Res_Box	7
Destroyer_Merge1	84	2	7572	3	Res_Box	7
Destroyer_Merge1	85	0	11358	3	Res_Box	7
Destroyer_Merge1	85	1	3833	3	Res_Box	5
Destroyer_Merge1	85	2	7666	3	Res_Box	7
Destroyer_Merge1	86	0	11499	3	Res_Box	7
Destroyer_Merge1	86	1	3880	3	Res_Box	7
Destroyer_Merge1	86	2	7760	3	Res_Box	1
Destroyer_Merge1	87	0	11640	3	Res_Box	7
Destroyer_Merge1	87	1	3927	3	Res_Box	7
Destroyer_Merge1	87	2	7854	3	Res_Box	7
Destroyer_Merge1	88	0	11781	3	Res_Box	6
Destroyer_Merge1	88	1	3974	3	Res_Box	3
Destroyer_Merge1	88	2	7948	3	Res_Box	7
Destroyer_Merge1	89	0	11922	3	Res_Box	5
Destroyer_Merge1	89	1	4021	3	Res_Box	7
Destroyer_Merge1	89	2	8042	3	Res_Box	3
Destroyer_Merge1	90	0	12063	3	Res_Box	4
Destroyer_Merge1	90	1	4068	3	Res_Box	7
Destroyer_Merge1	90	2	8136	3	Res_Box	4
Destroyer_Merge1	91	0	12204	3	Res_Box	7
Destroyer_Merge1	91	1	4115	3	Res_Box	7
Destroyer_Merge1	91	2	8230	3	Res_Box	7
Destroyer_Merge1	92	0	12345	3	Res_Box	3
Destroyer_Merge1	92	1	4162	3	Res_Box	6
Destroyer_Merge1	92	2	8324	3	Res_Box	7
Destroyer_Merge1	93	0	12486	3	Res_Box	1
Destroyer_Merge1	93	1	4209	3	Res_Box	7
Destroyer_Merge1	93	2	8418	3	Res_Box	3
Destroyer_Merge1	94	0	12627	3	Res_Box	5
Destroyer_Merge1	94	1	4256	3	Res_Box	7
Destroyer_Merge1	94	2	8512	3	Res_Box	7
Destroyer_Merge1	95	0	12768	3	Res_Box	7
Destroyer_Merge1	95	1	4303	3	Res_Box	5
Destroyer_Merge1	95	2	8606	3	Res_Box	7
Destroyer_Merge1	96	0	12909	3	Res_Box	7
Destroyer_Merge1	96	1	4350	3	Res_Box	7
Destroyer_Merge1	96	2	8700	3	Res_Box	1
Destroyer_Merge1	97	0	13050	3	Res_Box	7
Destroyer_Merge1	97	1	4397	3	Res_Box	7
Destroyer_Merge1	97	2	8794	3	Res_Box	7
Destroyer_Merge1	98	0	13191	3	Res_Box	6
Destroyer_Merge1	98	1	4444	3	Res_Box	3
Destroyer_Merge1	98	2	8888	3	Res_Box	7
Destroyer_Merge1	99	0	13332	3	Res_Box	5
Destroyer_Merge1	99	1	4491	3	Res_Box	7
Destroyer_Merge1	99	2	8982	3	Res_Box	3
Destroyer_Merge1	100	0	13473	3	Res_Box	4
